Date,Open,High,Low,Close,Volume,OpenInt
2005-08-17,4.2628,4.272,4.2398,4.2559,430998,0
2005-08-18,4.2398,4.2398,4.1916,4.1938,386657,0
2005-08-19,4.1938,4.2168,4.18,4.1869,201483,0
2005-08-22,4.2099,4.2168,4.1869,4.203,652029,0
2005-08-23,4.1938,4.2859,4.1869,4.2329,406213,0
2005-08-24,4.2329,4.2951,4.2191,4.2537,289493,0
2005-08-25,4.2491,4.2836,4.2329,4.272,638330,0
2005-08-26,4.2559,4.2582,4.1593,4.2421,519012,0
2005-08-29,4.2329,4.2997,4.2216,4.2951,271246,0
2005-08-30,4.2836,4.2836,4.18,4.2238,644857,0
2005-08-31,4.2398,4.325,4.1755,4.3158,751790,0
2005-09-01,4.318,4.318,4.2675,4.2859,391863,0
2005-09-02,4.2859,4.2951,4.1755,4.2398,595957,0
2005-09-06,4.2491,4.2491,4.1984,4.2329,742011,0
2005-09-07,4.2398,4.2491,4.1984,4.2238,498804,0
2005-09-08,4.2238,4.226,4.1639,4.1686,404902,0
2005-09-09,4.1869,4.2216,4.1686,4.2007,364481,0
2005-09-12,4.1639,4.2859,4.1639,4.2628,579656,0
2005-09-13,4.2606,4.2997,4.2168,4.2559,315583,0
2005-09-14,4.2744,4.2744,4.2491,4.2559,474030,0
2005-09-15,4.2789,4.318,4.2491,4.2675,622688,0
2005-09-16,4.2997,4.2997,4.0788,4.1409,2568981,0
2005-09-19,4.1593,4.1593,3.9685,4.0235,1064763,0
2005-09-20,3.973,4.028,3.812,3.8533,1320359,0
2005-09-21,3.8488,3.9316,3.8188,3.8902,899142,0
2005-09-22,3.9041,3.9708,3.8533,3.9408,790900,0
2005-09-23,3.9432,4.0328,3.9176,4.0328,638986,0
2005-09-26,4.065,4.1203,4.0099,4.1086,901763,0
2005-09-27,4.1248,4.18,4.088,4.1478,1298178,0
2005-09-28,4.1478,4.2467,4.134,4.1984,867196,0
2005-09-29,4.2123,4.2675,4.1639,4.2628,618774,0
2005-09-30,4.2628,4.3849,4.226,4.3711,751140,0
2005-10-03,4.3941,4.4883,4.3871,4.4792,999555,0
2005-10-04,4.486,4.516,4.4008,4.4377,982600,0
2005-10-05,4.4239,4.4377,4.3549,4.4008,1122131,0
2005-10-06,4.4032,4.5088,4.3985,4.4768,1073888,0
2005-10-07,4.4836,4.5251,4.417,4.516,678767,0
2005-10-10,4.5022,4.5088,4.4469,4.5022,1072574,0
2005-10-11,4.5045,4.5481,4.4056,4.417,1243405,0
2005-10-12,4.3941,4.4285,4.3112,4.3274,953910,0
2005-10-13,4.318,4.3711,4.272,4.318,1159959,0
2005-10-14,4.7548,4.8149,4.5112,4.7231,7144916,0
2005-10-17,4.7345,4.9063,4.7301,4.8708,3037794,0
2005-10-18,4.8708,5.0217,4.8539,4.9394,2360330,0
2005-10-19,4.9004,4.9669,4.847,4.8658,2855219,0
2005-10-20,4.8658,4.9229,4.7548,4.806,2352521,0
2005-10-21,4.8243,4.8708,4.7808,4.7853,2388374,0
2005-10-24,4.8016,4.9044,4.8016,4.8776,3978669,0
2005-10-25,4.8776,4.9019,4.8371,4.8609,2990854,0
2005-10-26,4.8609,4.9624,4.8308,4.8351,4208842,0
2005-10-27,4.8243,4.9204,4.732,4.7394,2388374,0
2005-10-28,4.7458,4.8149,4.7458,4.7784,1855669,0
2005-10-31,4.7853,5.0104,4.7853,4.9669,2863703,0
2005-11-01,4.9644,4.9644,4.8751,4.9019,1135187,0
2005-11-02,4.8708,5.068,4.8708,5.0583,2277528,0
2005-11-03,5.072,5.1924,5.0359,5.072,1397293,0
2005-11-04,4.9857,5.0315,4.9254,4.9624,2043448,0
2005-11-07,4.9784,5.1238,4.9644,5.1002,2488784,0
2005-11-08,5.0769,5.1214,5.0129,5.1002,1729824,0
2005-11-09,5.0953,5.1382,5.0449,5.1145,2418367,0
2005-11-10,5.1145,5.1924,5.0568,5.188,1792432,0
2005-11-11,5.1693,5.2142,5.1465,5.1555,845026,0
2005-11-14,5.2142,5.3618,5.1787,5.3129,2445748,0
2005-11-15,5.2989,5.3799,5.2964,5.3034,2450322,0
2005-11-16,5.2989,5.3394,5.2014,5.2063,1261667,0
2005-11-17,5.2142,5.3899,5.2142,5.3706,1258410,0
2005-11-18,5.4486,5.5507,5.4436,5.4965,1708969,0
2005-11-21,5.534,5.5926,5.489,5.5457,2284053,0
2005-11-22,5.5457,5.6277,5.4461,5.5082,1465107,0
2005-11-23,5.4722,5.5246,5.221,5.4629,3675468,0
2005-11-25,5.4722,5.5082,5.4436,5.4747,704193,0
2005-11-28,5.4767,5.489,5.3754,5.3799,1345135,0
2005-11-29,5.413,5.4767,5.3899,5.4224,1233636,0
2005-11-30,5.4224,5.5951,5.4224,5.5838,1824372,0
2005-12-01,5.6139,5.7047,5.5838,5.6924,1783293,0
2005-12-02,5.681,5.681,5.5082,5.5507,1502918,0
2005-12-05,5.4871,5.6069,5.4319,5.5769,2878045,0
2005-12-06,5.5789,5.6139,5.4965,5.5226,1009344,0
2005-12-07,5.5157,5.5157,5.4081,5.4367,1373169,0
2005-12-08,5.453,5.5315,5.4249,5.5038,1300152,0
2005-12-09,5.5038,5.5107,5.4722,5.498,1026298,0
2005-12-12,5.5201,5.6613,5.4965,5.6444,1172348,0
2005-12-13,5.6139,5.677,5.5976,5.6371,1416196,0
2005-12-14,5.6524,5.6746,5.5902,5.6139,1787859,0
2005-12-15,5.6001,5.6021,5.4604,5.4871,2223415,0
2005-12-16,5.4747,5.6045,5.3944,5.4649,2310136,0
2005-12-19,5.4722,5.5926,5.4649,5.5433,1943692,0
2005-12-20,5.5507,5.6613,5.5226,5.5651,1287100,0
2005-12-21,5.5651,5.5838,5.4722,5.5082,1157354,0
2005-12-22,5.5082,5.5226,5.451,5.4579,1163215,0
2005-12-23,5.4174,5.4412,5.3944,5.4249,2650490,0
2005-12-27,5.4056,5.4965,5.373,5.3944,2459439,0
2005-12-28,5.3944,5.5744,5.3944,5.5507,1242762,0
2005-12-29,5.5551,5.5838,5.4555,5.4555,1081056,0
2005-12-30,5.4392,5.4392,5.3479,5.3824,763525,0
2006-01-03,5.4012,5.6568,5.3944,5.6524,1850452,0
2006-01-04,5.6524,5.7328,5.6326,5.681,1405775,0
2006-01-05,5.7589,5.7791,5.6001,5.6301,1409693,0
2006-01-06,5.7816,5.8656,5.7678,5.8221,3170151,0
2006-01-09,5.8049,6.0758,5.8049,6.0201,2184935,0
2006-01-10,6.0201,6.2391,5.9721,6.1626,2261232,0
2006-01-11,6.1468,6.1721,6.0417,6.0708,1635297,0
2006-01-12,6.0758,6.1336,5.9243,5.9406,2079320,0
2006-01-13,5.9456,5.986,5.9311,5.9519,1133226,0
2006-01-17,5.9662,6.0565,5.9431,6.0106,2010855,0
2006-01-18,6.0082,6.1996,5.9923,6.1996,2452926,0
2006-01-19,6.2041,6.2391,6.0896,6.1035,1670488,0
2006-01-20,6.3651,6.8122,6.2506,6.7341,7287707,0
2006-01-23,6.7267,6.7267,6.2736,6.4484,3916072,0
2006-01-24,6.4804,6.6457,6.4662,6.596,1730485,0
2006-01-25,6.598,6.598,6.4617,6.517,996298,0
2006-01-26,6.5501,6.5776,6.5036,6.5362,1458584,0
2006-01-27,6.4937,6.5826,6.4439,6.5401,1038031,0
2006-01-30,6.5801,6.6601,6.5801,6.6256,1401204,0
2006-01-31,6.6256,6.6601,6.5615,6.6096,1793731,0
2006-02-01,6.6116,6.6116,6.2185,6.4307,4987356,0
2006-02-02,6.435,6.5776,6.4307,6.4849,1914999,0
2006-02-03,6.4874,6.5476,6.4187,6.4187,1375127,0
2006-02-06,6.4706,7.0928,6.4637,6.8624,6089277,0
2006-02-07,6.8575,6.9014,6.6852,6.6946,2541608,0
2006-02-08,6.7864,6.7864,6.4824,6.6071,1995194,0
2006-02-09,6.6071,6.8283,6.5851,6.6783,2563111,0
2006-02-10,6.6783,6.7518,6.5886,6.7109,2862403,0
2006-02-13,6.7109,6.7203,6.6186,6.6414,3660481,0
2006-02-14,6.6665,7.0273,6.6506,6.9921,2780244,0
2006-02-15,6.9779,6.9799,6.8303,6.89,2274269,0
2006-02-16,6.9014,7.01,6.899,6.9635,2880654,0
2006-02-17,6.9966,7.1225,6.9409,7.0973,1729177,0
2006-02-21,7.0973,7.1388,7.0159,7.1023,2002375,0
2006-02-22,7.1048,7.2655,7.1023,7.1936,1958695,0
2006-02-23,7.1985,7.2305,7.1293,7.2003,986514,0
2006-02-24,7.2073,7.2073,7.1531,7.1678,1437061,0
2006-02-27,7.1985,7.2583,7.1531,7.1985,1253849,0
2006-02-28,7.1753,7.1847,7.0928,7.1023,1208202,0
2006-03-01,7.1248,7.2774,7.0953,7.2256,3704172,0
2006-03-02,7.2256,7.3549,7.2188,7.2463,2324479,0
2006-03-03,7.2394,7.5247,7.2232,7.4882,2815454,0
2006-03-06,7.3609,7.5247,7.338,7.3594,1863494,0
2006-03-07,7.3549,7.4195,7.3105,7.4145,2288621,0
2006-03-08,7.4004,7.4289,7.2305,7.3317,1603346,0
2006-03-09,7.3317,7.4289,7.3317,7.3825,1027589,0
2006-03-10,7.3659,7.4926,7.308,7.4605,960436,0
2006-03-13,7.4975,7.6095,7.4378,7.454,1577907,0
2006-03-14,7.4378,7.5754,7.4004,7.5711,1643112,0
2006-03-15,7.5987,7.8692,7.5473,7.8153,2477705,0
2006-03-16,7.8667,7.8712,7.6708,7.6811,1635933,0
2006-03-17,7.6994,7.7966,7.6762,7.7531,1448809,0
2006-03-20,7.799,7.9278,7.7596,7.8972,1683536,0
2006-03-21,7.8667,7.9832,7.7828,7.8761,1332746,0
2006-03-22,7.8513,7.9747,7.799,7.9535,1383589,0
2006-03-23,7.9535,8.1119,7.9204,8.0907,1674407,0
2006-03-24,8.1262,8.183,8.0147,8.1262,983257,0
2006-03-27,8.0557,8.102,7.9392,8.0931,1202998,0
2006-03-28,8.0309,8.1692,7.9323,7.9722,1138439,0
2006-03-29,8.1189,8.1189,7.9298,8.0625,872403,0
2006-03-30,8.0956,8.1534,7.9895,8.0719,740046,0
2006-03-31,8.0492,8.1924,8.0374,8.098,993692,0
2006-04-03,8.1736,8.3853,8.065,8.1415,2248834,0
2006-04-04,8.1262,8.3167,8.0838,8.2817,1564863,0
2006-04-05,8.335,8.3942,8.2817,8.3621,1398593,0
2006-04-06,8.3646,8.3646,8.2017,8.3216,1459236,0
2006-04-07,8.3448,8.7451,8.335,8.5971,3895210,0
2006-04-10,8.5971,8.5971,8.44,8.4915,1399252,0
2006-04-11,8.482,8.6341,8.44,8.565,2040841,0
2006-04-12,8.5807,8.6429,8.517,8.6291,1830898,0
2006-04-13,8.6497,8.7189,8.482,8.519,2260578,0
2006-04-17,8.482,8.9059,8.447,8.6887,3847604,0
2006-04-18,8.7643,8.829,8.1534,8.2082,6125137,0
2006-04-19,7.9767,7.9767,7.4264,7.8736,6496791,0
2006-04-20,7.8736,7.8736,7.6426,7.7319,2789374,0
2006-04-21,7.7339,7.7414,7.4926,7.5247,2426837,0
2006-04-24,7.4629,7.5642,7.3634,7.5408,3064528,0
2006-04-25,7.5113,7.5247,7.308,7.3634,2327742,0
2006-04-26,7.3224,7.4723,7.3224,7.343,1620939,0
2006-04-27,7.2305,7.306,7.079,7.1363,2218198,0
2006-04-28,6.9921,7.3199,6.9897,7.2725,2282745,0
2006-05-01,7.2799,7.2799,6.9561,6.9799,1998467,0
2006-05-02,6.968,6.9779,6.7568,6.9315,3605063,0
2006-05-03,6.9522,7.1048,6.9522,7.0598,1693964,0
2006-05-04,7.0598,7.1433,7.0248,7.0465,1223208,0
2006-05-05,7.079,7.1338,7.0371,7.0741,2199939,0
2006-05-08,7.0504,7.1136,6.929,6.9315,1332090,0
2006-05-09,6.9315,6.9705,6.8397,6.899,2112568,0
2006-05-10,6.9014,6.9088,6.7267,6.8189,1450751,0
2006-05-11,6.8097,6.8214,6.5731,6.5731,1190602,0
2006-05-12,6.4257,6.7612,6.4257,6.7129,2698085,0
2006-05-15,6.6315,6.7568,6.5801,6.6531,3007802,0
2006-05-16,6.6414,6.745,6.6,6.6921,2006283,0
2006-05-17,6.6645,6.7543,6.5036,6.552,1680276,0
2006-05-18,6.5826,6.7722,6.4484,6.4804,3150601,0
2006-05-19,6.4617,6.7888,6.3867,6.7153,4671124,0
2006-05-22,6.6315,6.6315,6.3241,6.4414,3682007,0
2006-05-23,6.4804,6.596,6.2666,6.2925,2604197,0
2006-05-24,6.3076,6.4532,6.2272,6.3817,3297957,0
2006-05-25,6.3887,6.6783,6.3724,6.6206,3243839,0
2006-05-26,6.6186,6.7682,6.6186,6.6621,1096064,0
2006-05-30,6.6161,6.6946,6.5194,6.5381,1698530,0
2006-05-31,6.591,6.7637,6.5401,6.7405,2936722,0
2006-06-01,6.8097,6.968,6.7888,6.9201,3517035,0
2006-06-02,6.9014,6.9014,6.7203,6.7341,1806764,0
2006-06-05,6.7109,6.7341,6.4706,6.4898,2406636,0
2006-06-06,6.517,6.554,6.3606,6.439,2010198,0
2006-06-07,6.4439,6.6551,6.4414,6.4804,2017369,0
2006-06-08,6.4637,6.559,6.2506,6.5501,2037591,0
2006-06-09,6.5501,6.8323,6.5501,6.669,3067784,0
2006-06-12,6.6645,6.6645,6.515,6.596,3381412,0
2006-06-13,6.596,6.7227,6.5362,6.63,2949773,0
2006-06-14,6.6206,6.7153,6.6096,6.6601,2703303,0
2006-06-15,6.7381,6.8575,6.7015,6.8097,1926086,0
2006-06-16,6.8027,6.9014,6.674,6.6946,2544216,0
2006-06-19,6.7252,6.7381,6.5851,6.6877,1382956,0
2006-06-20,6.6852,6.7612,6.6048,6.7129,1303401,0
2006-06-21,6.7252,6.8214,6.7109,6.7341,1973026,0
2006-06-22,6.7252,6.8122,6.6783,6.7518,715924,0
2006-06-23,6.7702,6.9315,6.7252,6.8624,1000859,0
2006-06-26,6.895,6.9779,6.7839,6.8575,1912400,0
2006-06-27,6.8491,6.9409,6.7978,6.8467,1232333,0
2006-06-28,6.8491,6.8782,6.7425,6.8214,875024,0
2006-06-29,6.8397,7.159,6.8397,7.1482,1991952,0
2006-06-30,7.1658,7.2305,7.1023,7.1112,2467924,0
2006-07-03,7.1112,7.2138,7.0184,7.159,793517,0
2006-07-05,7.12,7.1293,6.9201,6.9824,1620939,0
2006-07-06,6.9705,7.0623,6.9498,6.9635,1605946,0
2006-07-07,6.9473,7.0415,6.8807,6.9038,692459,0
2006-07-10,6.9108,7.0973,6.9108,6.9872,998911,0
2006-07-11,6.9635,6.9824,6.8643,6.9705,1375127,0
2006-07-12,6.9561,6.973,6.7568,6.7593,1128660,0
2006-07-13,6.7317,6.7341,6.5106,6.5776,1804170,0
2006-07-14,6.5731,6.5776,6.3511,6.5036,1409029,0
2006-07-17,6.5935,6.6433,6.4577,6.4824,890673,0
2006-07-18,6.4987,6.5501,6.3354,6.5194,959131,0
2006-07-19,6.9522,7.001,6.7015,6.8442,2936081,0
2006-07-20,6.8831,6.9409,6.7682,6.7795,3164293,0
2006-07-21,6.7637,6.7637,6.3176,6.3699,2611365,0
2006-07-24,6.4162,6.6783,6.4162,6.6433,1137133,0
2006-07-25,6.628,6.7593,6.5826,6.6783,954568,0
2006-07-26,6.6457,6.6457,6.4114,6.5219,1591599,0
2006-07-27,6.4987,6.6601,6.4484,6.4922,1138439,0
2006-07-28,6.5801,6.7203,6.5565,6.6096,1362077,0
2006-07-31,6.5401,6.6048,6.4824,6.5731,1510744,0
2006-08-01,6.5036,6.591,6.4439,6.559,1009344,0
2006-08-02,6.5801,6.628,6.4804,6.517,564658,0
2006-08-03,6.4779,6.6186,6.4024,6.5634,1317743,0
2006-08-04,6.6231,6.6852,6.4187,6.4662,977381,0
2006-08-07,6.4282,6.4617,6.3032,6.3196,1302750,0
2006-08-08,6.3241,6.4232,6.2116,6.2416,1692658,0
2006-08-09,6.255,6.3013,6.0896,6.1266,1291668,0
2006-08-10,6.1128,6.179,6.0565,6.1361,1557041,0
2006-08-11,6.138,6.1676,6.0565,6.0802,880892,0
2006-08-14,6.1177,6.1946,6.0432,6.0526,965002,0
2006-08-15,6.1361,6.3329,6.1361,6.3241,940875,0
2006-08-16,6.3241,6.5776,6.3013,6.5268,1311220,0
2006-08-17,6.5036,6.5682,6.4731,6.5219,842422,0
2006-08-18,6.5451,6.559,6.3427,6.3887,627895,0
2006-08-21,6.3556,6.3724,6.2925,6.3285,601166,0
2006-08-22,6.3427,6.3842,6.1266,6.2066,1814590,0
2006-08-23,6.2041,6.2466,6.1266,6.1741,1669184,0
2006-08-24,6.1766,6.1946,6.1177,6.138,1793074,0
2006-08-25,6.1361,6.1809,6.1083,6.179,1009985,0
2006-08-28,6.1651,6.2716,6.1651,6.2041,550319,0
2006-08-29,6.2116,6.2141,6.0708,6.138,1124090,0
2006-08-30,6.1493,6.2466,6.1448,6.179,922617,0
2006-08-31,6.2185,6.2321,6.1241,6.1518,994354,0
2006-09-01,6.1577,6.2876,6.1405,6.2321,569226,0
2006-09-05,6.2321,6.2599,6.1971,6.2272,668337,0
2006-09-06,6.1878,6.1922,6.0225,6.0417,1240155,0
2006-09-07,6.0106,6.0275,5.9031,5.9193,1228415,0
2006-09-08,5.9243,6.0082,5.9145,5.9519,719189,0
2006-09-11,5.9286,5.9701,5.8522,5.9662,1464462,0
2006-09-12,5.9816,6.2575,5.9816,6.1902,2116483,0
2006-09-13,6.1721,6.2486,6.1626,6.2272,959782,0
2006-09-14,6.1878,6.2041,6.0683,6.179,837209,0
2006-09-15,6.2272,6.3032,6.1601,6.2781,1668541,0
2006-09-18,6.2416,6.2831,6.1448,6.1493,712673,0
2006-09-19,6.1493,6.1493,5.9481,6.1266,2008893,0
2006-09-20,6.1567,6.2969,6.1448,6.2486,1050414,0
2006-09-21,6.2736,6.3176,6.097,6.1518,732224,0
2006-09-22,6.1035,6.1291,6.0042,6.0615,603779,0
2006-09-25,6.0758,6.2272,6.0181,6.1809,697014,0
2006-09-26,6.1577,6.2391,6.1058,6.1696,803953,0
2006-09-27,6.1361,6.2021,6.066,6.1721,952610,0
2006-09-28,6.1809,6.3216,6.1809,6.2781,1006732,0
2006-09-29,6.2806,6.3126,6.0393,6.0477,1107799,0
2006-10-02,6.0477,6.099,5.9544,6.0565,1340575,0
2006-10-03,6.059,6.2116,5.9681,6.1766,1640500,0
2006-10-04,6.1577,6.2486,6.1405,6.2321,2771766,0
2006-10-05,6.2416,6.2666,6.1721,6.2391,1860231,0
2006-10-06,6.2116,6.2141,6.1493,6.1766,2015411,0
2006-10-09,6.1493,6.3631,6.097,6.3427,1441635,0
2006-10-10,6.3261,6.3261,6.1853,6.2091,1245376,0
2006-10-11,6.1828,6.2371,6.0733,6.1217,747224,0
2006-10-12,6.1361,6.3402,6.1361,6.3402,1112357,0
2006-10-13,6.3378,6.5565,6.3378,6.5565,2402072,0
2006-10-16,6.5381,6.7341,6.5381,6.7292,1783293,0
2006-10-17,6.2831,6.2831,5.9051,5.9681,8496563,0
2006-10-18,5.9816,6.0018,5.6682,5.7328,3455090,0
2006-10-19,5.7304,5.8157,5.681,5.7353,1891536,0
2006-10-20,5.7496,5.7496,5.5862,5.6213,1224507,0
2006-10-23,5.5838,5.6001,5.498,5.5201,2255363,0
2006-10-24,5.5038,5.5365,5.3849,5.4367,3569851,0
2006-10-25,5.453,5.5926,5.451,5.5532,2336214,0
2006-10-26,5.5902,5.5902,5.4224,5.4674,2057806,0
2006-10-27,5.451,5.5271,5.3643,5.4269,1656808,0
2006-10-30,5.4224,5.498,5.3754,5.4294,1749396,0
2006-10-31,5.4174,5.4461,5.3593,5.3919,3457052,0
2006-11-01,5.4174,5.4412,5.2989,5.3034,2728091,0
2006-11-02,5.2804,5.3499,5.2186,5.2989,2321869,0
2006-11-03,5.3034,5.3369,5.2038,5.2522,1480097,0
2006-11-06,5.3009,5.3524,5.2186,5.3302,1132573,0
2006-11-07,5.3302,5.3919,5.2941,5.3233,1369914,0
2006-11-08,5.2941,5.3799,5.2472,5.3394,1009344,0
2006-11-09,5.3459,5.413,5.2989,5.3754,2904781,0
